wc_year,team,confederation,elo_pre_wc,continental_champion,winner_position,is_winner,elo_z
1966,Spain,UEFA,1730.1858213206633,1,13,0,-0.4793832919368243
1966,Switzerland,UEFA,1522.8826798795815,0,14,0,-1.77495289887364
1966,Uruguay,CONMEBOL,1702.34997897803,0,15,0,-0.6533472322413667
1970,Belgium,UEFA,1659.6304123310438,0,0,0,-0.9203290627365754
1970,Brazil,CONMEBOL,1910.3415375062305,0,1,1,0.6465247323383033
1970,Bulgaria,UEFA,1701.9832506249459,0,2,0,-0.6556391517219644
1970,Czechoslovakia,UEFA,1826.1048873325333,0,3,0,0.12007615564739829
1970,El Salvador,CONCACAF,1566.3597926120276,0,4,0,-1.5032366795150836
1970,England,UEFA,1949.7898018385695,0,5,0,0.8930621073153903
1970,Germany,UEFA,1874.909062806398,0,6,0,0.4250845891714064
1970,Israel,UEFA,1569.3219858264488,0,7,0,-1.4847240440007332
1970,Italy,UEFA,1915.3067739878772,1,8,0,0.6775556633321964
1970,Mexico,CONCACAF,1618.4314001451612,0,9,0,-1.1778079781683473
1970,Morocco,CAF,1618.0436923691634,0,10,0,-1.1802310114492904
1970,Peru,CONMEBOL,1616.0552658885947,0,11,0,-1.1926579573023293
1970,Romania,UEFA,1694.2259398317515,0,12,0,-0.7041195366566132
1970,Russia,UEFA,1880.0735373845994,0,13,0,0.4573606861605937
1970,Sweden,UEFA,1787.0832052816402,0,14,0,-0.12379523445914013
1970,Uruguay,CONMEBOL,1755.66846767698,1,15,0,-0.32012597487901046
1974,Argentina,CONMEBOL,1821.8780303223914,0,0,0,0.09365982911640817
1974,Australia,AFC,1704.9805257533412,0,1,0,-0.6369072669421078
1974,Brazil,CONMEBOL,2025.2539627355059,0,2,0,1.3646858009623468
1974,Bulgaria,UEFA,1744.5772587697438,0,3,0,-0.38944201642335025
1974,Chile,CONMEBOL,1724.5902438949977,0,4,0,-0.514353625698093
1974,DR Congo,CAF,1798.6592437834345,1,5,0,-0.05144918341814526
1974,German DR,UEFA,1896.4596388413784,0,6,0,0.5597678898141842
1974,Germany,UEFA,1985.0821772018328,1,7,1,1.1136266803334256
1974,Haiti,CONCACAF,1555.824238959282,1,8,0,-1.5690800768213842
1974,Italy,UEFA,1931.1612356474882,0,9,0,0.7766403106643491
1974,Netherlands,UEFA,1782.492415027595,0,10,0,-0.15248601204995244
1974,Poland,UEFA,1793.5956132364922,0,11,0,-0.08309504170939426
1974,Scotland,UEFA,1661.671714344557,0,12,0,-0.9075716639393258
1974,Sweden,UEFA,1811.2260281806227,0,13,0,0.027088670898704096
1974,Uruguay,CONMEBOL,1689.2522978442735,1,14,0,-0.735202999019834
1974,Yugoslavia,UEFA,1821.2721165984663,0,15,0,0.0898730876339284
1978,Argentina,CONMEBOL,1851.2406139247978,0,0,1,0.2771653497369477
1978,Austria,UEFA,1777.8453164078269,0,1,0,-0.18152869654743087
1978,Brazil,CONMEBOL,2018.2964250845223,0,2,0,1.3212037087129405
1978,France,UEFA,1857.1815741207615,0,3,0,0.3142942008117856
1978,Germany,UEFA,1984.5682975679802,0,4,0,1.110415118604958
1978,Hungary,UEFA,1855.8915082359233,0,5,0,0.30623175593167523
1978,Iran,AFC,1792.3412138664303,1,6,0,-0.09093458378056367
1978,Italy,UEFA,1836.0459190276117,0,7,0,0.18220400588742786
1978,Mexico,CONCACAF,1727.988861248964,1,8,0,-0.4931134972620355
1978,Netherlands,UEFA,2050.8072407417094,0,9,0,1.5243845402689744
1978,Peru,CONMEBOL,1700.2331237407418,1,10,0,-0.6665768113430187
1978,Poland,UEFA,1825.8172723385544,0,11,0,0.11827866602853376
1978,Scotland,UEFA,1849.4130012985179,0,12,0,0.26574343227152813
1978,Spain,UEFA,1897.9047392670466,0,13,0,0.5687992444644431
1978,Sweden,UEFA,1702.6742456799896,0,14,0,-0.651320682712595
1978,Tunisia,CAF,1698.5597026175985,0,15,0,-0.6770350877187613
1982,Algeria,CAF,1693.718485587654,0,0,0,-0.7072909420245858
1982,Argentina,CONMEBOL,1917.5005331967334,0,1,0,0.6912658644230928
1982,Austria,UEFA,1886.4581525983253,0,2,0,0.49726222052899927
1982,Belgium,UEFA,1822.29537021688,0,3,0,0.09626805241347428
1982,Brazil,CONMEBOL,2048.20126490286,0,4,0,1.5080981344298992
1982,Cameroon,CAF,1717.4603955840087,0,5,0,-0.5589125972099285
1982,Chile,CONMEBOL,1742.141838963728,0,6,0,-0.40466250878478743
1982,Czechoslovakia,UEFA,1782.8686062450827,0,7,0,-0.15013495309162875
1982,El Salvador,CONCACAF,1657.1433797918642,0,8,0,-0.9358721160006271
1982,England,UEFA,1858.6048150082088,0,9,0,0.3231889412595589
1982,France,UEFA,1765.6443431590906,0,10,0,-0.25778036358067996
1982,Germany,UEFA,2052.6104681993907,1,11,0,1.535654059256123
1982,Honduras,CONCACAF,1642.3323179028118,1,12,0,-1.0284358923936157
1982,Hungary,UEFA,1738.607993129384,0,13,0,-0.42674776628136796
1982,Italy,UEFA,1816.880763760549,0,14,1,0.06242872171360582
1982,Kuwait,AFC,1715.808886791482,1,15,0,-0.5692339294498185
1982,New Zealand,OFC,1676.8288340479016,0,16,0,-0.8128451514521152
1982,Northern Ireland,UEFA,1671.5887210412259,0,17,0,-0.8455939612442375
1982,Peru,CONMEBOL,1717.9552936444504,0,18,0,-0.5558196634454754
1982,Poland,UEFA,1863.8937740415363,0,19,0,0.3562430210399201
1982,Russia,UEFA,1991.3483610772214,0,20,0,1.1527880616998452
1982,Scotland,UEFA,1759.084582030079,0,21,0,-0.29877649653088106
1982,Spain,UEFA,1812.559253258672,0,22,0,0.03542084511622568
1982,Yugoslavia,UEFA,1873.8406257959732,0,23,0,0.41840724454454664
1986,Algeria,CAF,1669.3382752574937,0,0,0,-0.8596584329121266
1986,Argentina,CONMEBOL,1780.6527844577488,0,1,1,-0.16398303731313144
1986,Belgium,UEFA,1744.5171212886094,0,2,0,-0.38981785391550755
1986,Brazil,CONMEBOL,1837.0492505863092,0,3,0,0.1884744650039311
1986,Bulgaria,UEFA,1783.60036786556,0,4,0,-0.14556170780251831
1986,Canada,CONCACAF,1670.9647546987594,1,5,0,-0.8494935250590041
1986,Denmark,UEFA,1830.3040977208918,0,6,0,0.14631970079809686
1986,England,UEFA,1969.2339428921034,0,7,0,1.0145809516842328
1986,France,UEFA,1949.401699644983,1,8,0,0.8906366090672649
1986,Germany,UEFA,1882.0460282029896,0,9,0,0.46968803989244573
1986,Hungary,UEFA,1886.5620231713126,0,10,0,0.49791137401737345
1986,Iraq,AFC,1686.2795419974543,0,11,0,-0.753781647163848
1986,Italy,UEFA,1816.2530502335203,0,12,0,0.05850573935150532
1986,Mexico,CONCACAF,1860.5393880379056,0,13,0,0.3352793225352677
1986,Morocco,CAF,1665.7001085385186,0,14,0,-0.8823956581818786
1986,Northern Ireland,UEFA,1810.421081181264,0,15,0,0.02205804347880816
1986,Paraguay,CONMEBOL,1777.182225188992,0,16,0,-0.18567277667943982
1986,Poland,UEFA,1715.9111423894722,0,17,0,-0.5685948689706858
1986,Portugal,UEFA,1734.8579265038043,0,18,0,-0.45018432546863046
1986,Russia,UEFA,1870.2272997282457,0,19,0,0.39582526435477355
1986,Scotland,UEFA,1840.7555262624528,0,20,0,0.21163734660601993
1986,South Korea,AFC,1668.4710542928042,0,21,0,-0.8650782500771718
1986,Spain,UEFA,1877.0106984130173,0,22,0,0.43821905108965986
1986,Uruguay,CONMEBOL,1805.3133325803567,1,23,0,-0.009863536682534422
1990,Argentina,CONMEBOL,1758.911028237904,0,0,0,-0.29986114491945565
1990,Austria,UEFA,1770.2177475271674,0,1,0,-0.2291982414848776
1990,Belgium,UEFA,1832.024650781998,0,2,0,0.15707253472813504
1990,Brazil,CONMEBOL,1982.5897628718506,1,3,0,1.098049992824633
1990,Cameroon,CAF,1697.1306381149031,0,4,0,-0.6859662236541548
1990,Colombia,CONCACAF,1790.009377762779,0,5,0,-0.10550771549119542
1990,Costa Rica,CONCACAF,1625.085612052085,1,6,0,-1.1362215620397824
1990,Czechoslovakia,UEFA,1821.1411876026466,0,7,0,0.08905482879582527
1990,Egypt,CAF,1694.3230028738756,0,8,0,-0.703512927772355
1990,England,UEFA,1913.9096287053762,0,9,0,0.6688240109708263
1990,Germany,UEFA,1957.8372141572956,0,10,1,0.9433555217911846
1990,Italy,UEFA,1934.8822098714945,0,11,0,0.7998950528708875
1990,Netherlands,UEFA,1972.9469779811209,1,12,0,1.0377860771704193
1990,Republic of Ireland,UEFA,1873.0312899006794,0,13,0,0.41334918811348376
1990,Romania,UEFA,1860.1702276063493,0,14,0,0.3329722034444362
1990,Russia,UEFA,1899.4473958726753,0,15,0,0.5784402899319617
1990,Scotland,UEFA,1692.4489678478117,0,16,0,-0.715224968435248
1990,South Korea,AFC,1809.0846541522567,0,17,0,0.013705858226647253
1990,Spain,UEFA,1876.7834893870215,0,18,0,0.43679907690858605
1990,Sweden,UEFA,1927.9779159279392,0,19,0,0.7567457145229662
1990,United Arab Emirates,AFC,1564.1249891348195,0,20,0,-1.5172033924284543
1990,United States,CONCACAF,1629.4612113987685,0,21,0,-1.1088756497381744
1990,Uruguay,CONMEBOL,1834.016520116133,0,22,0,0.16952099716992766
1990,Yugoslavia,UEFA,1831.6127759902927,0,23,0,0.15449846634553685
1994,Argentina,CONMEBOL,1916.2593416824539,1,0,0,0.6835088666703816
1994,Belgium,UEFA,1780.2374799168558,0,1,0,-0.1665785403868594
1994,Bolivia,CONMEBOL,1684.1279752276869,0,2,0,-0.7672281607807107
1994,Brazil,CONMEBOL,1954.1421403288984,0,3,1,0.9202626476833425
1994,Bulgaria,UEFA,1757.3540562413687,0,4,0,-0.3095916563991201
1994,Cameroon,CAF,1748.0122310491683,0,5,0,-0.367974682860739
1994,Colombia,CONCACAF,1954.3685004531685,0,6,0,0.9216773165358649
1994,Germany,UEFA,2012.0689989313626,0,7,0,1.282284549083272
1994,Greece,UEFA,1680.4331343456417,0,8,0,-0.7903195790581601
1994,Italy,UEFA,1974.0040741097941,0,9,0,1.0443925453908194
1994,Mexico,CONCACAF,1833.1422277755228,1,10,0,0.16405698646464723
1994,Morocco,CAF,1745.8724167123755,0,11,0,-0.38134774802494614
1994,Netherlands,UEFA,1961.3092411096407,0,12,0,0.9650544336487366
1994,Nigeria,CAF,1814.0478096544623,1,13,0,0.04472378385218021
1994,Norway,UEFA,1851.9036617051447,0,14,0,0.2813091583941287
1994,Republic of Ireland,UEFA,1852.2114099266369,0,15,0,0.2832324733983415
1994,Romania,UEFA,1870.519783236917,0,16,0,0.39765318042845443
1994,Russia,UEFA,1855.2107614670806,0,17,0,0.30197733500200635
1994,Saudi Arabia,AFC,1699.0714631779006,0,18,0,-0.6738367694330506
1994,South Korea,AFC,1708.2978043351866,0,19,0,-0.6161754763937104
1994,Spain,UEFA,1876.6766798260524,0,20,0,0.43613155580900226
1994,Sweden,UEFA,1892.3241919610805,0,21,0,0.5339228435116016
1994,Switzerland,UEFA,1893.234921484042,0,22,0,0.5396145734192462
1994,United States,CONCACAF,1630.855452330838,0,23,0,-1.1001621485158595
1998,Argentina,CONMEBOL,1930.4490707447417,0,0,0,0.7721895377686199
1998,Austria,UEFA,1723.4636324511066,0,1,0,-0.5213945394796495
1998,Belgium,UEFA,1828.203564371064,0,2,0,0.13319212758586166
1998,Brazil,CONMEBOL,2108.810454027644,1,3,0,1.8868836308063381
1998,Bulgaria,UEFA,1794.11071798551,0,4,0,-0.0798758234545373
1998,Cameroon,CAF,1721.5097907250854,0,5,0,-0.5336053431336669
1998,Chile,CONMEBOL,1827.6926895744548,0,6,0,0.12999934500265609
1998,Colombia,CONCACAF,1740.25941577041,0,7,0,-0.41642697245717725
1998,Croatia,UEFA,1883.6846213054191,0,8,0,0.47992865374367033
1998,Denmark,UEFA,1854.216475807052,0,9,0,0.2957634094782949
1998,England,UEFA,1967.4120890503818,0,10,0,1.0031950245380858
1998,France,UEFA,2011.180948232656,0,11,1,1.276734553619309
1998,Germany,UEFA,2059.260696755097,1,12,0,1.5772155808812307
1998,Iran,AFC,1703.3476062329419,0,13,0,-0.6471124229590248
1998,Italy,UEFA,1945.2732370922142,0,14,0,0.8648352122839745
1998,Jamaica,CONCACAF,1696.2341266218248,0,15,0,-0.6915690960208141
1998,Japan,AFC,1767.4006467542515,0,16,0,-0.24680410175161802
1998,Mexico,CONCACAF,1896.2852663374324,1,17,0,0.5586781247733488
1998,Morocco,CAF,1780.4265717428643,0,18,0,-0.16539678491034418
1998,Netherlands,UEFA,1950.1178432695294,0,19,0,0.8951122475342665
1998,Nigeria,CAF,1720.6694244084629,0,20,0,-0.5388573284675169
1998,Norway,UEFA,1944.4474270457035,0,21,0,0.859674198370124
1998,Paraguay,CONMEBOL,1719.202040322061,0,22,0,-0.5480279479324672
1998,Romania,UEFA,1846.9779891303542,0,23,0,0.2505254874991341
1998,Saudi Arabia,AFC,1758.986127076115,1,24,0,-0.29939180436037816
1998,Scotland,UEFA,1748.4156212095975,0,25,0,-0.36545364035286226
1998,Serbia,UEFA,1902.779425854488,0,26,0,0.5992642713913338
1998,South Africa,CAF,1692.6837713523003,0,27,0,-0.7137575315121847
1998,South Korea,AFC,1825.8369707497477,0,28,0,0.11840177396925082
1998,Spain,UEFA,2016.6534973690887,0,29,0,1.3109360050992211
1998,Tunisia,CAF,1703.2729457997411,0,30,0,-0.6475790236454553
1998,United States,CONCACAF,1782.8780043806212,0,31,0,-0.15007621814588254
2002,Argentina,CONMEBOL,2070.835819103583,0,0,0,1.6495559062956244
2002,Belgium,UEFA,1905.0418119188466,0,1,0,0.613403365491717
2002,Brazil,CONMEBOL,1911.6255114586213,0,2,1,0.6545491048454074
2002,Cameroon,CAF,1912.5767142644966,1,3,0,0.6604937781231891
2002,China,AFC,1751.8581460075147,0,4,0,-0.34393910628307583
2002,Costa Rica,CONCACAF,1801.5530702367114,0,5,0,-0.03336381541767581
2002,Croatia,UEFA,1888.3841045697604,0,6,0,0.5092987233107023
2002,Denmark,UEFA,1925.9220540770934,0,7,0,0.7438973220118781
2002,Ecuador,CONMEBOL,1792.5541002023422,0,8,0,-0.08960412122885182
2002,England,UEFA,1916.5258776201904,0,9,0,0.6851746198166551
2002,France,UEFA,2084.0872250283046,1,10,0,1.732372397381607
2002,Germany,UEFA,1873.9959263429182,0,11,0,0.41937781675664115
2002,Italy,UEFA,2004.5599343190886,0,12,0,1.2353556129342176
2002,Japan,AFC,1872.2485999199992,1,13,0,0.40845765900507636
2002,Mexico,CONCACAF,1901.0884456272586,0,14,0,0.588696256970037
2002,Nigeria,CAF,1882.6016371369994,0,15,0,0.47316039464424403
2002,Paraguay,CONMEBOL,1765.452599900738,0,16,0,-0.2589786895497399
2002,Poland,UEFA,1749.598563086452,0,17,0,-0.3580606817523717
2002,Portugal,UEFA,1980.667135484546,0,18,0,1.0860342674905135
2002,Republic of Ireland,UEFA,1893.8395806850729,0,19,0,0.5433934745876736
2002,Russia,UEFA,1790.364696149541,0,20,0,-0.10328710417062077
2002,Saudi Arabia,AFC,1772.3144065100146,0,21,0,-0.21609488166406216
2002,Senegal,CAF,1835.4939701298292,0,22,0,0.17875452503741132
2002,Slovenia,UEFA,1800.6569894889824,0,23,0,-0.03896399578179664
2002,South Africa,CAF,1717.2668447500898,0,24,0,-0.5601222198720809
2002,South Korea,AFC,1781.0626394690275,0,25,0,-0.16142159182720084
2002,Spain,UEFA,1955.4035088560306,0,26,0,0.9281457444639263
2002,Sweden,UEFA,1862.1454116557056,0,27,0,0.34531638889509314
2002,Tunisia,CAF,1671.1894598399535,0,28,0,-0.8480891992517354
2002,Turkey,UEFA,1749.9775988084148,0,29,0,-0.35569184567056134
2002,United States,CONCACAF,1845.1821388632748,1,30,0,0.23930207328329708
2002,Uruguay,CONMEBOL,1841.2190846029584,0,31,0,0.2145344184633312
2006,Angola,CAF,1677.7899481787,0,0,0,-0.8068385359806676
2006,Argentina,CONMEBOL,1951.9490457234444,0,1,0,0.9065566001231765
2006,Australia,AFC,1939.5155340014899,0,2,0,0.8288516517925444
2006,Brazil,CONMEBOL,2077.2733826586523,1,3,0,1.689788348634382
2006,Costa Rica,CONCACAF,1743.8188948131383,0,4,0,-0.39418151668535534
2006,Croatia,UEFA,1873.6020870562336,0,5,0,0.41691646375301916
2006,Czech Republic,UEFA,2001.9603500556018,0,6,0,1.2191091521279207
2006,Ecuador,CONMEBOL,1725.2263273148951,0,7,0,-0.5103783345347906
2006,England,UEFA,2011.221541845703,0,8,0,1.2769882490092292
2006,France,UEFA,2003.9749253494906,0,9,0,1.231699518600442
2006,Germany,UEFA,1942.9324516993406,0,10,0,0.8502061507546266
2006,Ghana,CAF,1712.055676369175,0,11,0,-0.5926901362288247
2006,Iran,AFC,1898.8205458342723,0,12,0,0.5745227040612574
2006,Italy,UEFA,1992.4222632996275,0,13,1,1.159499561923621
2006,Ivory Coast,CAF,1893.8908487290637,0,14,0,0.5437138813077064
2006,Japan,AFC,1835.4385009103141,1,15,0,0.17840786249083973
2006,Mexico,CONCACAF,1880.1450699380835,0,16,0,0.4578077387308361
2006,Netherlands,UEFA,2009.6706549149774,0,17,0,1.2672957669885707
2006,Paraguay,CONMEBOL,1828.2950972149424,0,18,0,0.1337641747325717
2006,Poland,UEFA,1847.365526687243,0,19,0,0.2529474569722509
2006,Portugal,UEFA,1938.2230358878965,0,20,0,0.8207740063629854
2006,Saudi Arabia,AFC,1598.2567128823405,0,21,0,-1.3038924719462406
2006,Serbia,UEFA,1829.1386174456077,0,22,0,0.13903587088772545
2006,South Korea,AFC,1792.6186817769135,0,23,0,-0.08920050976111868
2006,Spain,UEFA,2019.652810040766,0,24,0,1.329680623787164
2006,Sweden,UEFA,1859.4089157509154,0,25,0,0.32821427988165647
2006,Switzerland,UEFA,1856.2734098243861,0,26,0,0.30861850264189794
2006,Togo,CAF,1584.8446303649623,0,27,0,-1.3877131335843198
2006,Trinidad and Tobago,CONCACAF,1668.232025433011,0,28,0,-0.8665720939416506
2006,Tunisia,CAF,1794.7553327326223,0,29,0,-0.0758472145837972
2006,Ukraine,UEFA,1837.2354711954351,0,30,0,0.18963827641407996
2006,United States,CONCACAF,1897.3655291599005,1,31,0,0.565429376445486
2010,Algeria,CAF,1680.018586371193,0,0,0,-0.7929103538654285
2010,Argentina,CONMEBOL,1989.135251634225,0,1,0,1.1389569286488006
2010,Australia,AFC,1876.7452251875993,0,2,0,0.436559939510761
2010,Brazil,CONMEBOL,2171.177989860968,1,3,0,2.276658157731016
2010,Cameroon,CAF,1762.0963786597722,0,4,0,-0.2799538576235288
2010,Chile,CONMEBOL,1975.0754329574816,0,5,0,1.0510881504431007
2010,Denmark,UEFA,1769.1977806000793,0,6,0,-0.235572665633156
